paper_id,cluster_id
W2028026548,6
W2002020793,6
W1985530883,3
W2952707958,3
W2951246643,3
W2076594554,3
W1981132586,3
W2019861297,3
W2067758598,3
W2024263597,3
W4294294151,3
W2160369829,4
W2089534392,0
W2046962134,0
W2951835594,0
W2044872347,0
W2006139769,0
W1977778929,3
W2049565435,0
W1996929984,3
W1995413289,4
W1986474271,4
W2142943403,3
W2066388407,4
W1996859808,0
W2143555932,3
W2023355087,3
W2032408947,3
W2084024698,0
W2052691155,3
W1969516805,3
W2086212899,3
W1981664626,3
W2040401203,3
W2094251013,3
W2036804350,3
W2094958628,3
W2014638643,3
W2093874918,3
W2047948128,0
W2004189012,3
W2001686739,3
W2069485251,3
W1979624213,3
W1977145041,3
W2071576355,3
W1985591427,3
W2164726143,6
W2010226411,3
W2119102503,6
W2062468152,3
W2059769075,0
W2060970246,0
W2044360779,3
W1993897072,3
W2051878063,3
W2057032317,3
W1995566562,3
W2040915248,3
W2042517594,3
W2087385375,3
W2105213018,3
W2079229902,3
W1838070593,3
W2057229739,3
W2056822495,3
W2001565907,3
W2011107679,3
W2060781603,3
W1973761087,3
W2107801167,3
W2162060649,3
W2115751410,3
W2054809519,3
W2952972625,3
W2531629140,3
W2047284215,0
W1988919503,3
W2062192447,3
W2077141242,3
W2127462136,3
W2151947477,4
W2127384392,4
W2041733131,3
W2010969282,0
W2048151237,3
W2091000211,3
W2214128530,6
W2039066232,4
W1970815902,4
W2013549978,4
W2015301356,3
W1998327040,3
W2063443993,3
W279746808,3
W2027262715,3
W1981786140,0
W2037740933,3
W2048829906,3
W2078954074,3
W1994288161,3
W2096337333,4
W2032918547,0
W2073524422,3
W2067124342,3
W2061437081,3
W2031030445,3
W2046031197,3
W2072305521,3
W2079696170,3
W2004565790,3
W2088210230,3
W1966719571,3
W1963481225,4
W2031167627,3
W2074466629,3
W2057549140,3
W2083660023,3
W2012383298,3
W2067506488,3
W2027397474,6
W1982165847,3
W2017984856,3
W2429294293,3
W2015031042,3
W2011793040,3
W2021455148,3
W2111278390,3
W2087009673,6
W1987318831,3
W2013563254,3
W2046363359,3
W1963736754,3
W2066754223,3
W2049078565,3
W2086517019,3
W4234927053,3
W2080224381,3
W2095547289,3
W1995065382,0
W2170914897,3
W2076820779,3
W2133726832,3
W1967135694,3
W2107874807,3
W2105892863,3
W2026457936,3
W2164826663,0
W1967082620,3
W1967993555,3
W2065369680,3
W2066545307,3
W2010541695,3
W2002789123,3
W2048201829,3
W2157478670,3
W2201742207,3
W2090817869,3
W2088884646,3
W1981293709,3
W2025286510,3
W2090807125,3
W1967511661,0
W2000431117,6
W2066297717,6
W2056299658,3
W2025803505,3
W2015601940,3
W2015772151,3
W2055287180,6
W2025300800,0
W2091298089,3
W2010939774,3
W2084629871,0
W2147781186,3
W1992613885,3
W1985004416,3
W2042006804,3
W2046045075,3
W2059744703,3
W2037719206,6
W2049505009,6
W2089399286,6
W2051223431,6
W1996991937,6
W2030917767,6
W2330692862,6
W2028142039,6
W1967708617,6
W2549067140,6
W2151197831,6
W44326390,6
W2130525183,6
W4242757455,6
W1631559605,6
W2022716702,6
W2138990589,6
W80824191,6
W2185358327,6
W2025280063,6
W2072470725,6
W2168513163,6
W1978249832,6
W2084428435,6
W2008589695,3
W2087410623,6
W2039648311,6
W2132800619,6
W2138479368,6
W2023899869,6
W2017125056,6
W2015720701,6
W1982082363,6
W1535373753,6
W2161593802,6
W2138477425,6
W1999921196,6
W2005821064,6
W2083519852,6
W2091642911,6
W1580293429,6
W1600387954,6
W2058842268,6
W2163768616,6
W2012795482,6
W2136981762,6
W2168923145,6
W2040261369,6
W2169414885,6
W2005120024,6
W2093106702,6
W2164143844,6
W2104416253,6
W2028588371,6
W1993165032,6
W1976521143,6
W2095118463,6
W2042795871,6
W2103608022,6
W1985922166,6
W2068182357,6
W2074527287,6
W2072239762,6
W2058991573,6
W1676501496,6
W2008875043,6
W2021987309,6
W2333414322,6
W2137662082,6
W2018178738,6
W2094264745,6
W1966097733,4
W2030667580,6
W2056059944,6
W2020117737,6
W2109710272,6
W2065077785,6
W2018537749,6
W2029872662,6
W2146504247,6
W2136822440,6
W2147069536,6
W2031725186,6
W2005905100,6
W1997913824,6
W1993645851,6
W2145102652,6
W2061294357,6
W2168072698,6
W2111286908,6
W1551553295,6
W2076569587,6
W2264792490,6
W2125289179,6
W2053661964,6
W2002426152,6
W1854827278,6
W2053285282,6
W2046273661,6
W4237601012,6
W2088254960,6
W1498183568,6
W1506668105,6
W1486503855,6
W2107844859,6
W1968132117,6
W2022624548,6
W2080445869,6
W2022822173,6
W2072817097,6
W1978959485,6
W2069786258,6
W2145085513,2
W2951068492,6
W1977113979,6
W1992732132,6
W2050697016,6
W2037341861,6
W2330633149,6
W2041773142,6
W2067810469,6
W2079824849,6
W2037834969,6
W2081535899,6
W2015727774,6
W2014475523,6
W1990652323,6
W2062256348,6
W2031198813,6
W1979821537,6
W2086126442,6
W2114443513,6
W2263085369,6
W2132221912,6
W2077170993,6
W2127941413,6
W2092114411,6
W1835637410,6
W2050721587,3
W2073926109,6
W2159033863,6
W2106238224,6
W1968443684,6
W2331109089,6
W2145634883,6
W2027207616,6
W2063139960,6
W2019519090,6
W2043661273,6
W2080891030,6
W2005690714,6
W2145918269,6
W2077905485,6
W2099895320,6
W2095812423,6
W2057696779,6
W2131159186,6
W2040899896,6
W2055099194,6
W2035673267,6
W2140306448,6
W1974467567,6
W2135353596,6
W2162361974,6
W2057114467,4
W2074514815,6
W2054418341,6
W2117747216,6
W2057912137,6
W2155489103,6
W2036138450,6
W1972767018,3
W2088967793,3
W2105728980,3
W2030279405,3
W2015387690,3
W2138285500,3
W2042490528,3
W2329290176,6
W2055849344,6
W1974018524,6
W1981234535,3
W2064547799,3
W2114801198,3
W2038845148,3
W2006373869,3
W1996643294,6
W2171967860,6
W1974041024,3
W2063339299,3
W2046327011,3
W1992582793,3
W2071719680,3
W1802451349,3
W2325620630,3
W2325995139,3
W2063487137,4
W1987738718,3
W2014315779,3
W2059532086,3
W2007084362,3
W2015296551,3
W2041035867,3
W2045859976,3
W1983868253,3
W1997863751,3
W2087650991,3
W2155041276,3
W2102338363,3
W2154542100,3
W1992375084,3
W2054550361,3
W2018942930,3
W2048851226,3
W2142015025,3
W2063303129,3
W1983145827,3
W2156001664,3
W2078405861,3
W2085287640,3
W2133594054,3
W1982270493,3
W2056194919,3
W2063006629,3
W2014411652,3
W2012134506,3
W2142853275,3
W1972977797,3
W3015391807,3
W3006713978,6
W2884587206,3
W2464339816,6
W2216966513,6
W2079309092,3
W2114095858,3
W1966282214,3
W2018370639,3
W2725496860,3
W2904076406,3
W2735578458,3
W1825694432,3
W2013160730,3
W1897950478,3
W2232994685,3
W1934887595,3
W2298919510,3
W1527555555,3
W3048951226,3
W2281922701,3
W2106729040,3
W1991503367,3
W2994961501,6
W2748819073,3
W3020226260,3
W2292513758,3
W2039386316,3
W2154553589,3
W2613270940,3
W173097197,3
W2124757012,3
W3048882402,3
W2063009391,3
W2017742614,3
W1794122070,3
W2041265046,3
W3081307666,3
W2068463243,3
W2507762272,3
W1971816180,3
W2106275368,3
W2094173026,3
W2007331923,3
W2154276443,3
W2054521717,3
W1508328190,3
W2971262600,3
W2086192317,3
W2069622054,3
W1927648166,3
W2111731351,3
W2000664357,3
W1487506261,3
W2156155312,3
W2985768960,3
W2523837760,3
W2604271312,3
W2401906193,3
W2165846719,3
W2425330323,6
W1979112470,6
W2094037305,3
W2014549964,4
W2085512513,3
W2032993878,3
W1971141096,0
W2044225736,3
W2065611195,5
W2312778331,5
W1997572663,3
W2187241911,3
W908043429,3
W1705344437,3
W2079687160,3
W2037735856,3
W2271982653,3
W2299131085,3
W2341563958,3
W2297655526,3
W2046537181,3
W2258930337,3
W2176380301,3
W2105708469,3
W2233687606,3
W2146349866,3
W2167340934,3
W2214476518,6
W2235518006,3
W2325122667,3
W2082211117,5
W1829643206,3
W2145650166,0
W2074968443,3
W1775596830,3
W2168671702,3
W2251445938,3
W2333357897,3
W2086150366,3
W2034885901,3
W2188498713,3
W2315819634,3
W1993101556,3
W2073290435,3
W2036833311,3
W2115351203,3
W2328406440,6
W2030170783,4
W2085212562,4
W1946695456,3
W1498298778,3
W1837288507,3
W1988695023,3
W1816613601,3
W1794337912,3
W2052503075,3
W1982086087,3
W1994063627,3
W1965575064,3
W2025282879,3
W2099738727,3
W2210057184,3
W4211024534,0
W2210119468,3
W2292017404,3
W1975109963,3
W2008361983,3
W1942519271,3
W2331835283,3
W2030142904,3
W2103321094,6
W2316393002,0
W2165553965,0
W2100692150,0
W2136661114,0
W1996530901,3
W2345404407,6
W2326409193,6
W2056149642,6
W1999871385,6
W2125918160,6
W388000660,6
W2412503943,6
W2097015920,6
W1948473998,6
W2308032504,6
W2023212114,6
W2051537491,6
W2236253446,6
W2155204081,6
W2148085679,6
W2105257275,6
W1706451580,6
W2087870211,6
W2324576880,6
W2228249593,6
W831815951,6
W2481581164,6
W2334935533,6
W2075446799,6
W2034290864,3
W2325263655,6
W2056079043,6
W2079184922,6
W1950364197,6
W1742701672,3
W2416881145,3
W2040115060,3
W1916805847,3
W1985272401,6
W2109474083,6
W2064991315,6
W2120556060,6
W2122198713,3
W2120888201,3
W2155178633,3
W1903935925,3
W1830864771,3
W2117059246,6
W2083712647,6
W2331310204,3
W2046573182,3
W1972952405,3
W2172984449,3
W2191309176,3
W2178123294,3
W1980127757,3
W2058270577,6
W2086400992,6
W2215760584,3
W1424436619,3
W2109600200,3
W2137336868,6
W1489454612,4
W2124637363,5
W2160092711,5
W1980396022,5
W2003736682,5
W1974659797,5
W2290076645,5
W1998105411,5
W2168929550,5
W2290823313,5
W1894326519,5
W2102563308,5
W2154504255,4
W2085121573,5
W2019851851,5
W2078107904,5
W2320642750,4
W2144963143,4
W1589509528,4
W2105629151,5
W2036009010,5
W2135525179,5
W1792123788,5
W1987020734,5
W1980732115,5
W2138607770,5
W2273129686,4
W1794059062,4
W2145914840,4
W2141567479,4
W1991320413,5
W2298186664,5
W2269220428,5
W2096309593,5
W2083343486,5
W2157213242,5
W1790674682,5
W2146465638,4
W2195647141,4
W2232912761,5
W2099440267,5
W2010278502,5
W1881196448,5
W2131759308,5
W2127905082,5
W1462603420,4
W2190724014,4
W2100450961,5
W2147129542,5
W1995554639,4
W2070052172,5
W2148910080,5
W2101618282,5
W2177629749,5
W2140763054,5
W2042179020,5
W2313200550,4
W1781549511,5
W2108720946,5
W2084770038,5
W1994041037,5
W2178892241,5
W2211450268,5
W2253772638,5
W2132765148,5
W1793789345,5
W2198427478,4
W1941817914,5
W2004091366,5
W2167821865,5
W2033829444,5
W1141372023,5
W1754346341,5
W2253812227,5
W2062884123,5
W1994934039,5
W2154439556,5
W1851269095,5
W2106651823,5
W2073393977,5
W2293890079,5
W2230197051,5
W2240550555,5
W2294934488,5
W2312573052,5
W2326913055,5
W2321562221,5
W2316489648,5
W2013402286,5
W2331512893,5
W2328021023,5
W2094632890,5
W1446008596,5
W2084575363,5
W2060954649,5
W2025023202,5
W2163801617,5
W2134753279,5
W2025085851,5
W1125283145,5
W2175097192,5
W2175973147,5
W1850474194,5
W2317418821,5
W1992851935,4
W2335215450,4
W2084087421,5
W2327498313,5
W2314513281,5
W2005144971,5
W2061019363,5
W2089359730,5
W2083694022,5
W1976241894,5
W2134303903,5
W2316090068,5
W2073669869,5
W2161736606,4
W2106379686,5
W2111893914,5
W2073078414,4
W2037921455,4
W2073132299,4
W2070374953,4
W2018733530,4
W1990232236,5
W2145142824,4
W2103177207,5
W2083281885,5
W134060266,5
W2120532893,5
W2149542237,5
W2152674933,5
W2040319514,5
W2267673511,5
W1801807741,5
W2097443630,5
W2082156309,5
W2028361628,5
W1982575299,5
W2319475390,5
W2120478834,5
W2110220841,5
W2323576468,5
W2292546454,4
W2511055195,4
W1940690004,5
W2323399532,5
W1568839541,5
W1973951791,5
W1982074296,5
W2146898621,5
W2119570658,5
W2036079441,5
W2078887966,5
W1845271011,5
W2330845752,5
W1837740200,5
W1799122600,5
W1997064284,5
W2036241067,5
W1967482191,5
W2008624448,5
W2068642590,5
W2069411229,5
W2168521072,5
W2113207325,5
W2079305268,4
W2073279389,5
W2058061670,5
W1964746420,5
W2169739033,5
W2332121767,5
W2146778168,5
W2034957558,5
W2131744028,5
W2166821812,5
W2010952018,5
W2132127632,5
W2070401390,5
W2016640195,5
W1972636351,5
W1999231656,5
W2080670754,4
W2062355222,5
W2323567944,5
W2146498270,5
W2144865729,5
W1899600941,5
W1999797050,5
W2129691811,5
W2115330755,5
W2001828555,5
W2088496087,5
W2031455726,5
W2128700994,5
W2025536726,5
W1980936423,5
W1978563831,5
W2151958447,5
W2080374464,5
W2313386030,5
W2094524099,5
W2025734065,5
W2063836548,5
W2068309186,5
W1996746715,5
W2086825306,5
W2274225567,5
W1838880970,5
W2047666782,5
W2099962689,5
